ahv_id,timestamp_utc,building_identification_number,status,residence_within_200_feet,enclosed_building_work,full_or_partial_demolition,crane_use,requested_for_date_ranges,apply_reason,work_description,the_geom,house_number,street_name,zip_code
893041,2019-07-01T23:47:13.312306,4298856.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/24/2019"": [""6:00 PM"", ""12:00 AM""], ""06/25/2019"": [""6:00 PM"", ""12:00 AM""], ""06/26/2019"": [""6:00 PM"", ""12:00 AM""], ""06/27/2019"": [""6:00 PM"", ""12:00 AM""], ""06/28/2019"": [""6:00 PM"", ""12:00 AM""], ""06/29/2019"": [""8:00 AM"", ""5:00 PM""]}",CITY CONSTRUCTION PROJECT,"INSTALLATION SIDE WALK SHED, PIPE SCAFFOLD, BRICK WORK, ROOF WORK. No excessive noise before 10am and after 10pm w/in 200' of residence.",POINT (-73.74399543125772 40.5999875881106),825,HICKSVILLE RD,11691.0
893042,2019-07-01T23:47:14.002237,1090691.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/21/2019"": [""10:00 PM"", ""7:00 AM""]}",PUBLIC SAFETY,STREET UTILITY WORK IN CONJUNCTION WITH DOT PERMIT M01-2018284-C06 AND M01-2018284-C07.,,,,
893043,2019-07-01T23:47:14.667161,3000567.0,AHV SUCCESSFULLY ISSUED,True,True,True,False,"{""06/21/2019"": [""6:00 PM"", ""11:59 PM""], ""06/24/2019"": [""6:00 PM"", ""11:59 PM""], ""06/25/2019"": [""6:00 PM"", ""11:59 PM""], ""06/26/2019"": [""6:00 PM"", ""11:59 PM""], ""06/27/2019"": [""6:00 PM"", ""11:59 PM""], ""06/28/2019"": [""6:00 PM"", ""11:59 PM""], ""07/01/2019"": [""6:00 PM"", ""11:59 PM""], ""07/02/2019"": [""6:00 PM"", ""11:59 PM""], ""07/03/2019"": [""6:00 PM"", ""11:59 PM""]}",CITY CONSTRUCTION PROJECT,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - OTHER SUBMITTED ON BEHALF OF CONTRACTOR FOR THE INSTALLATION OF TEMPORARY CONSTRUCTION EQUIPMENT (FENCE), IN CONJUNCTION WITH DOB# 302575960. NO CHANGE IN USE, OCCUPANCY OR EGRESS.",POINT (-73.9833683831641 40.68727000013904),387,STATE ST,11217.0
893044,2019-07-01T23:47:15.336911,5151613.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""06/22/2019"": [""9:00 AM"", ""5:00 PM""], ""06/23/2019"": [""9:00 AM"", ""5:00 PM""]}",OTHER,"NEW CONSTRUCTION, WEEKEND WORK. LAST ROW OF CONCRETE PLANKS ON THE BUILDING.",POINT (-74.17860877665007 40.61322773268978),1120,SOUTH AVE,10314.0
893045,2019-07-01T23:47:16.957766,3253281.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/21/2019"": [""6:00 PM"", ""11:59 PM""], ""06/24/2019"": [""6:00 PM"", ""11:59 PM""], ""06/25/2019"": [""6:00 PM"", ""11:59 PM""], ""06/26/2019"": [""6:00 PM"", ""11:59 PM""], ""06/27/2019"": [""6:00 PM"", ""11:59 PM""]}",CITY CONSTRUCTION PROJECT,"MODIFICATIONS FILED HEREWITH TO INCLUDE THE FOLLOWING: REPLACEMENT OF PARAPETS, ROOFS, EXTERIOR MASONRY REPAIRS, INTERIOR FINISHES. NO CHANGE TO EGRESS OCCUPANCY OR USE.",POINT (-73.9788757328223 40.62291057352807),5301,20 AVE,11204.0
893046,2019-07-01T23:47:17.554495,3133741.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/21/2019"": [""6:00 PM"", ""11:59 PM""], ""06/24/2019"": [""6:00 PM"", ""11:59 PM""], ""06/25/2019"": [""6:00 PM"", ""11:59 PM""], ""06/26/2019"": [""6:00 PM"", ""11:59 PM""], ""06/27/2019"": [""6:00 PM"", ""11:59 PM""]}",CITY CONSTRUCTION PROJECT,"K227 - WATERPROOFING OF BELOW GRADE WALLS BY INJECTION GROUTING OR BY INSTALLING WATERPROOFING MEMBRANE, MISCELLANEOUS EXTERIOR MASONRY REPAIR WORK, REPLACEMENT OF MEMBRANE ROOFING, REPLACEMENT OF ASPHALT COATED FACE BRICKS AT PARAPETS AND",POINT (-73.99538268586721 40.62188600303788),6500,16 AVE,11219.0
893047,2019-07-01T23:47:18.178465,4595969.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/22/2019"": [""8:00 AM"", ""5:00 PM""], ""06/29/2019"": [""8:00 AM"", ""5:00 PM""]}",UNDUE HARDSHIP,EXCAVATION AND FOUNDATION WORK.,,,,
893048,2019-07-01T23:47:19.794286,4161077.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/22/2019"": [""8:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,"PARTIAL DEMOLITION, EXCAVATION, CONCRETE, WOOD FRAMING",POINT (-73.75459873506769 40.75733577520586),228-01,49 RD,11364.0
893049,2019-07-01T23:47:21.413827,1035769.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/22/2019"": [""9:00 AM"", ""4:00 PM""]}",PUBLIC SAFETY,"INTERIOR DEMO, EMPTYING MINIS INTO PACKER TRUCK, CONCRETE FINISHING IN LOBBY, HOIST MAINTENANCE AND SCAFFOLD ERECTION.",POINT (-73.97321987630632 40.76135911007989),550,MADISON AVE,10022.0
893050,2019-07-01T23:47:22.007256,4443560.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/22/2019"": [""8:00 AM"", ""5:00 PM""], ""06/29/2019"": [""8:00 AM"", ""5:00 PM""]}",UNDUE HARDSHIP,EXCAVATION AND FOUNDATION WORK.,POINT (-73.80451962147369 40.7552636432973),45-37,162 ST,11358.0
893051,2019-07-01T23:47:22.602057,4163421.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/22/2019"": [""8:00 AM"", ""6:00 PM""], ""06/29/2019"": [""8:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,"INSTALL NEW FACE BRICK, AND INTERIOR RENOVATION 2 FAMILY DWELLING. PLUMBING WORK.",POINT (-73.74644083977678 40.74838484793214),64-50,231 ST,11364.0
893052,2019-07-01T23:47:23.193535,1047590.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/22/2019"": [""8:00 AM"", ""4:30 PM""]}",PUBLIC SAFETY,FACADE REPAIRS AND FIRE ESCAPE REPAIRS,POINT (-73.95802230906936 40.77703103161609),122,E  82 ST,10028.0
893053,2019-07-01T23:47:23.778769,1090815.0,AHV DENIED,True,False,False,False,"{""06/22/2019"": [""12:00 AM"", ""11:59 PM""]}",PUBLIC SAFETY,POUR CONCRETE,,,,
893054,2019-07-01T23:47:25.402412,3069794.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/22/2019"": [""8:30 AM"", ""4:30 PM""], ""06/29/2019"": [""8:30 AM"", ""4:30 PM""]}",PUBLIC SAFETY,"DRYWALL INSTALLATION, INTERIOR PAINTING, PLASTERING, FINISHING.",POINT (-73.94271430216774 40.71973630777314),21,N  HENRY ST,11222.0
893055,2019-07-01T23:47:26.100294,1035769.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/29/2019"": [""9:00 AM"", ""4:00 PM""], ""07/06/2019"": [""9:00 AM"", ""4:00 PM""]}",DEBRIS REMOVAL,HOIST WORK AND GARBAGE REMOVAL,POINT (-73.97321987630632 40.76135911007989),550,MADISON AVE,10022.0
893056,2019-07-01T23:47:26.683226,3062685.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""], ""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",TRAFFIC CONGESTION (PEDESTRIAN AND/OR VEHICULAR),"GENERAL CLEANIN, PAINTING, SITE MAINTENANCE, DEBRIS REMOVAL",POINT (-73.9572915946249 40.71303904743238),295,GRAND ST,11211.0
893057,2019-07-01T23:47:27.280199,1056066.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/22/2019"": [""10:00 AM"", ""4:00 PM""], ""06/29/2019"": [""10:00 AM"", ""4:00 PM""]}",PUBLIC SAFETY,"SHEET ROCKING, TILING, MEP, PLUMBING & ELECTRICAL WORK.",POINT (-73.97246879369563 40.79570734464016),260,W  97 ST,10025.0
893057,2019-07-01T23:47:27.280199,1056066.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/22/2019"": [""10:00 AM"", ""4:00 PM""], ""06/29/2019"": [""10:00 AM"", ""4:00 PM""]}",PUBLIC SAFETY,"SHEET ROCKING, TILING, MEP, PLUMBING & ELECTRICAL WORK.",POINT (-73.97269147131954 40.79565939182712),752,W  END AVE,10025.0
893058,2019-07-01T23:47:27.871054,3379800.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/22/2019"": [""9:00 AM"", ""5:00 PM""], ""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"GENERAL CONSTRUCTION, PLBG, FRMING, MATERIAL DLVRY, INSTALL FORM WORK & REINFORCEMENT, WELDING, INSTALLATION, CLEANING & MAINTENANCE OF DEWATERING SYSTEM, EXCAVATION, SOE, AND HOUSEKPG. CONCRETE PLACEMENT,BOOM TRUCK, LULL, FORKLIFT USE",POINT (-73.95121289954557 40.729615208625056),211,MCGUINNESS BLVD,11222.0
893059,2019-07-01T23:47:28.453980,1030343.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/22/2019"": [""8:00 AM"", ""4:00 PM""], ""06/23/2019"": [""8:00 AM"", ""4:00 PM""]}",CITY CONSTRUCTION PROJECT,"M490 STRUCTURAL MODIFICATIONS TO INCLUDE: ROOFS REPLACEMENT, REMOVAL AND RE-INSTALLATION OF EXISTING CURTAIN WALL GLAZING, RE-POINTING BRICK MASONRY,GRATING REPLACEMENT, CHAIN LINK FENCE REPLACEMENT, PAINTING, ASBESTOS ABATEMENT WORK.",POINT (-73.98495893373405 40.77446928058229),122,AMSTERDAM AVE,10023.0
893060,2019-07-01T23:47:29.035375,1041317.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/22/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"FACADE REPAIRS AND ROOF RESTORATION AS INDICATED ON PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY",POINT (-73.96609237675244 40.770237476338544),28,E  70 ST,10021.0
893060,2019-07-01T23:47:29.035375,1041317.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/22/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"FACADE REPAIRS AND ROOF RESTORATION AS INDICATED ON PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY",POINT (-73.96634505674747 40.77028110993048),841,MADISON AVE,10021.0
893061,2019-07-01T23:47:31.687288,1017006.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""06/22/2019"": [""7:00 AM"", ""6:00 PM""], ""06/29/2019"": [""7:00 AM"", ""6:00 PM""]}",UNDUE HARDSHIP,METAL FRAMING / PATCHING AND PAINTING,POINT (-73.98522712756743 40.74719625447462),319,5 AVE,10016.0
893061,2019-07-01T23:47:31.687288,1017006.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""06/22/2019"": [""7:00 AM"", ""6:00 PM""], ""06/29/2019"": [""7:00 AM"", ""6:00 PM""]}",UNDUE HARDSHIP,METAL FRAMING / PATCHING AND PAINTING,POINT (-73.9850722041902 40.747085021746614),1,E  32 ST,10016.0
893062,2019-07-01T23:47:32.265219,1015805.0,AHV SUCCESSFULLY ISSUED,False,False,True,False,"{""06/21/2019"": [""6:00 PM"", ""10:00 PM""], ""06/22/2019"": [""9:00 AM"", ""5:00 PM""], ""06/24/2019"": [""6:00 PM"", ""10:00 PM""], ""06/25/2019"": [""6:00 PM"", ""10:00 PM""], ""06/26/2019"": [""6:00 PM"", ""10:00 PM""]}",PUBLIC SAFETY,"STEEL ERECTION, WELDING, DEMOLITION, HOUSEKEEPING. (NO CRANE USE)",POINT (-73.98801811824673 40.74757097616156),1250,BROADWAY,10001.0
893062,2019-07-01T23:47:32.265219,1015805.0,AHV SUCCESSFULLY ISSUED,False,False,True,False,"{""06/21/2019"": [""6:00 PM"", ""10:00 PM""], ""06/22/2019"": [""9:00 AM"", ""5:00 PM""], ""06/24/2019"": [""6:00 PM"", ""10:00 PM""], ""06/25/2019"": [""6:00 PM"", ""10:00 PM""], ""06/26/2019"": [""6:00 PM"", ""10:00 PM""]}",PUBLIC SAFETY,"STEEL ERECTION, WELDING, DEMOLITION, HOUSEKEEPING. (NO CRANE USE)",POINT (-73.98760956772284 40.74788483223012),44,W  32 ST,10001.0
893063,2019-07-01T23:47:32.857363,1085645.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""06/22/2019"": [""7:00 AM"", ""11:59 PM""], ""06/23/2019"": [""12:00 AM"", ""11:59 PM""], ""06/24/2019"": [""12:00 AM"", ""11:59 PM""], ""06/25/2019"": [""12:00 AM"", ""11:59 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INSTALLATION OF TEMPORARY TENTS, PLATFORMS, TRUSSING, AND PRODUCTION EQUIPEMENT FOR, THE 2019 SUMMER PARTY",POINT (-73.92441233183214 40.79297730225701),10,CENTRAL RD,10035.0
893064,2019-07-01T23:47:33.445786,1010360.0,AHV SUCCESSFULLY ISSUED,True,False,False,True,"{""06/22/2019"": [""8:00 AM"", ""7:00 PM""], ""06/29/2019"": [""8:00 AM"", ""7:00 PM""]}",PUBLIC SAFETY,"WATERPROOFING,REMOVE DEBRIS,CONCRETE.MASONRY.SUPERSTRUCTURE FORMWORK,REINFORCEMENT/CONCRETE,MEP SLEEVE/PIPING.TEMP ,DUCTWORK.HOIST.FRAMING.SHEETROCK.CRANE USE CN#697/18.BRACING, TOWER CONCRETE & FACADE BRACING REMOVAL.FACADE WORK.",POINT (-74.00868805382838 40.726626590991316),100,VANDAM ST,10013.0
893064,2019-07-01T23:47:33.445786,1010360.0,AHV SUCCESSFULLY ISSUED,True,False,False,True,"{""06/22/2019"": [""8:00 AM"", ""7:00 PM""], ""06/29/2019"": [""8:00 AM"", ""7:00 PM""]}",PUBLIC SAFETY,"WATERPROOFING,REMOVE DEBRIS,CONCRETE.MASONRY.SUPERSTRUCTURE FORMWORK,REINFORCEMENT/CONCRETE,MEP SLEEVE/PIPING.TEMP ,DUCTWORK.HOIST.FRAMING.SHEETROCK.CRANE USE CN#697/18.BRACING, TOWER CONCRETE & FACADE BRACING REMOVAL.FACADE WORK.",POINT (-74.00886525452356 40.72656494225101),527,GREENWICH ST,10013.0
893065,2019-07-01T23:47:35.065539,4438669.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/24/2019"": [""6:00 PM"", ""11:00 PM""], ""06/25/2019"": [""6:00 PM"", ""11:00 PM""], ""06/26/2019"": [""6:00 PM"", ""11:00 PM""], ""06/27/2019"": [""6:00 PM"", ""11:00 PM""], ""07/01/2019"": [""6:00 PM"", ""11:00 PM""], ""07/02/2019"": [""6:00 PM"", ""11:00 PM""], ""07/03/2019"": [""6:00 PM"", ""11:00 PM""], ""07/04/2019"": [""6:00 PM"", ""11:00 PM""]}",UNDUE HARDSHIP,"ELEVATOR ADJUSTMENTS FOR PERMIT NUMBERS 4P15698, 4P986771, 4P986772, 4P986773, 4P986774, 4P987294 AND SHEETROCK AND PAINTING. RESTRICTIONS: NO EXCESSIVE NOISE BEFORE 10AM W/IN 200' OF RESIDENCE. OK TO ISSUE AHV WITH STIPULATION ADDED TO AHV",POINT (-73.80478713861893 40.70538403294009),152-11,89 AVE,11432.0
893066,2019-07-01T23:47:36.686434,1079621.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/22/2019"": [""9:00 AM"", ""5:00 PM""], ""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"REMOVE WALLS AND ELEVATOR SHAFT, INSTALL SHEETROCK, FINISH WALL TO CEILING, INSTALL NEW GLASS STOREFRONT AND NEW STAIRS , NOTE : EXCEPT PSWO",POINT (-73.9954565341126 40.714095416719054),43,DIVISION ST,10002.0
893067,2019-07-01T23:47:37.270803,1034185.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/25/2019"": [""6:00 PM"", ""7:30 PM""], ""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",HAZARDOUS CONDITIONS,"GENERAL CONSTRUCTION WITH MINIMAL NOISE IMPACT.RENOVATIONS AS PER DRAWINGS.CERTIFY NOISE MITIGATION PLAN PER TITLE 24, SECTION 223 OF GENERAL CITY LAW. COMPLY WITH 1RCNY,TITLE 15, CH. 30. UPDATED TPP1,SCAN CODE ESHS6001333 ON VIRTUAL FOLDER. note: subjlect to PVacate",POINT (-73.97530819942098 40.79515307934424),336,W  95 ST,10025.0
893068,2019-07-01T23:47:37.860033,3194728.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/22/2019"": [""9:00 AM"", ""5:00 PM""], ""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,FACADE REPAIR WORK WITH MINIMAL NOISE IMPACT,POINT (-73.96732848793188 40.59099927672975),2411,E  3 ST,11223.0
893069,2019-07-01T23:47:38.449366,1079280.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/22/2019"": [""9:00 AM"", ""5:00 PM""], ""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"8TH CYCLE FISP REPAIR INCLUDING BRICKWORK REPLACEMENT, TERRA COTTA REPLACEMENT, LINTEL REPLACEMENT, DECORATIVE STONEWORK REPLACEMENT, AND STEEL REFURBISHMENT.",POINT (-73.9776190055334 40.77421931934758),88,CENTRAL PARK  W,10023.0
893069,2019-07-01T23:47:38.449366,1079280.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/22/2019"": [""9:00 AM"", ""5:00 PM""], ""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"8TH CYCLE FISP REPAIR INCLUDING BRICKWORK REPLACEMENT, TERRA COTTA REPLACEMENT, LINTEL REPLACEMENT, DECORATIVE STONEWORK REPLACEMENT, AND STEEL REFURBISHMENT.",POINT (-73.97772677149935 40.77433830813508),2,W  69 ST,10023.0
893070,2019-07-01T23:47:40.067540,3398459.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/22/2019"": [""9:00 AM"", ""5:00 PM""], ""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,STRUCTURAL WORK,POINT (-73.96485357053055 40.69369402580913),501,MYRTLE AVE,11205.0
893071,2019-07-01T23:47:40.652247,1015190.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""06/25/2019"": [""6:00 PM"", ""2:00 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL CONSTRUCTION INCLUDING INSTALL OF PARTITIONS, FINISHES, MECHANICAL EQUIPMENT AND RELATED WORK AS PER PLANS.",POINT (-73.98865530890352 40.748895727559),901,AVE OF THE AMERICAS,10001.0
893071,2019-07-01T23:47:40.652247,1015190.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""06/25/2019"": [""6:00 PM"", ""2:00 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL CONSTRUCTION INCLUDING INSTALL OF PARTITIONS, FINISHES, MECHANICAL EQUIPMENT AND RELATED WORK AS PER PLANS.",POINT (-73.98910719606039 40.7493865031139),100,W  33 ST,10001.0
893071,2019-07-01T23:47:40.652247,1015190.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""06/25/2019"": [""6:00 PM"", ""2:00 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL CONSTRUCTION INCLUDING INSTALL OF PARTITIONS, FINISHES, MECHANICAL EQUIPMENT AND RELATED WORK AS PER PLANS.",POINT (-73.98875330741234 40.74876828982116),1275,BROADWAY,10001.0
893072,2019-07-01T23:47:41.237164,1001021.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/21/2019"": [""6:00 PM"", ""10:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"REMOVAL/INSTALLATION OF INTERIOR PARTITIONS, DOORS, CEILINGS, RELATED FINISHES, HVAC PIPING & FIXTURES, GRINDING FLOOR, STRUCTURAL MODIFICATIONS, DELIVERY OF MATERIALS & GARBAGE REMOVAL.",POINT (-74.00889082362602 40.70796530330675),28,LIBERTY ST,10081.0
893072,2019-07-01T23:47:41.237164,1001021.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/21/2019"": [""6:00 PM"", ""10:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"REMOVAL/INSTALLATION OF INTERIOR PARTITIONS, DOORS, CEILINGS, RELATED FINISHES, HVAC PIPING & FIXTURES, GRINDING FLOOR, STRUCTURAL MODIFICATIONS, DELIVERY OF MATERIALS & GARBAGE REMOVAL.",POINT (-74.00934969431991 40.7080944733746),1,CHASE MANHATTAN PLAZA,10005.0
893073,2019-07-01T23:47:41.889116,2128532.0,IN PROCESS,True,True,False,False,"{""06/22/2019"": [""10:00 AM"", ""6:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INSTALL BRICKS AND BLOCKS, C-JOISTS, STUDS",POINT (-73.90176981917337 40.858615574836875),2311,MORRIS AVE,10468.0
893074,2019-07-01T23:47:42.486678,2128532.0,IN PROCESS,True,True,False,False,"{""06/22/2019"": [""10:00 AM"", ""6:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INSTALL BRICKS AND BLOCKS, C-JOISTS, STUDS",POINT (-73.90176981917337 40.858615574836875),2311,MORRIS AVE,10468.0
893075,2019-07-01T23:47:43.069001,2128532.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/22/2019"": [""10:00 AM"", ""6:00 PM""], ""06/29/2019"": [""10:00 AM"", ""6:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INSTALL BRICKS AND BLOCKS, C-JOISTS, STUDS",POINT (-73.90176981917337 40.858615574836875),2311,MORRIS AVE,10468.0
893076,2019-07-01T23:47:43.665403,1090636.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""06/26/2019"": [""6:00 PM"", ""10:00 PM""], ""06/27/2019"": [""6:00 PM"", ""10:00 PM""], ""06/28/2019"": [""6:00 PM"", ""10:00 PM""], ""07/01/2019"": [""6:00 PM"", ""10:00 PM""], ""07/02/2019"": [""6:00 PM"", ""10:00 PM""], ""07/03/2019"": [""6:00 PM"", ""10:00 PM""], ""07/04/2019"": [""6:00 PM"", ""10:00 PM""], ""07/05/2019"": [""6:00 PM"", ""10:00 PM""], ""07/08/2019"": [""6:00 PM"", ""10:00 PM""], ""07/09/2019"": [""6:00 PM"", ""10:00 PM""]}",PUBLIC SAFETY,"HOUSEKEEPING, WATERPROOFING, WINDOW WALL  INSTALL, ELECTRICAL (PERMIT #M393327), CARPENTRY, MECHANICAL DUCTWORK, ELEVATOR INSTALL, EIFS INSTALL",POINT (-73.98392134330253 40.750516516248325),4,W  37 ST,10018.0
893077,2019-07-01T23:47:44.256074,1035057.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""06/24/2019"": [""6:00 PM"", ""10:00 PM""], ""06/25/2019"": [""6:00 PM"", ""10:00 PM""], ""06/26/2019"": [""6:00 PM"", ""10:00 PM""], ""06/27/2019"": [""6:00 PM"", ""10:00 PM""], ""06/28/2019"": [""6:00 PM"", ""10:00 PM""], ""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"REMOVAL OF DUCTWORK, MECHANICAL EQUIPMENT, INSTALLATION OF NEW DUCTWORK & MECHANICAL EQUIPMENT",POINT (-73.97588031628335 40.76360591747626),40,W  57 ST,10019.0
893077,2019-07-01T23:47:44.256074,1035057.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""06/24/2019"": [""6:00 PM"", ""10:00 PM""], ""06/25/2019"": [""6:00 PM"", ""10:00 PM""], ""06/26/2019"": [""6:00 PM"", ""10:00 PM""], ""06/27/2019"": [""6:00 PM"", ""10:00 PM""], ""06/28/2019"": [""6:00 PM"", ""10:00 PM""], ""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"REMOVAL OF DUCTWORK, MECHANICAL EQUIPMENT, INSTALLATION OF NEW DUCTWORK & MECHANICAL EQUIPMENT",POINT (-73.97666826600755 40.7633902720295),55,W  56 ST,10019.0
893077,2019-07-01T23:47:44.256074,1035057.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""06/24/2019"": [""6:00 PM"", ""10:00 PM""], ""06/25/2019"": [""6:00 PM"", ""10:00 PM""], ""06/26/2019"": [""6:00 PM"", ""10:00 PM""], ""06/27/2019"": [""6:00 PM"", ""10:00 PM""], ""06/28/2019"": [""6:00 PM"", ""10:00 PM""], ""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"REMOVAL OF DUCTWORK, MECHANICAL EQUIPMENT, INSTALLATION OF NEW DUCTWORK & MECHANICAL EQUIPMENT",POINT (-73.97656752622716 40.76335616025438),47,W  56 ST,10019.0
893078,2019-07-01T23:47:45.886247,4004170.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/21/2019"": [""6:00 PM"", ""12:00 AM""], ""06/22/2019"": [""7:00 AM"", ""6:00 PM""], ""06/24/2019"": [""6:00 PM"", ""12:00 AM""], ""06/25/2019"": [""6:00 PM"", ""12:00 AM""], ""06/26/2019"": [""6:00 PM"", ""12:00 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"EXTERIOR MASONRY, FLOOD ELIMINATION, PARAPETS, AND ROOF MODIFICATIONS  OK to issue AHV with stipulation  added to AHV description of work (Restrictions: No excessive noise before 10 am  w/in 200' of residence) APO",POINT (-73.9342928223699 40.75693172338264),25-05,37 AVE,11106.0
893079,2019-07-01T23:47:46.483588,4457808.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/22/2019"": [""7:00 AM"", ""6:00 PM""], ""06/29/2019"": [""7:00 AM"", ""6:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR RENOVATION TO GROUND FLOOR, SITE WORK AND FACADE REPAIRS AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS OR OCCUPANCY. BUILDING IT BACK NUMBER APP-021366.",POINT (-73.8073311234996 40.58653733158012),8100,SHORE FRONT PKWY,11693.0
893080,2019-07-01T23:47:47.069611,4147493.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""06/22/2019"": [""8:00 AM"", ""6:00 PM""], ""06/29/2019"": [""8:00 AM"", ""6:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"EXCAVATION, PILING",POINT (-73.8107009343802 40.72406017806389),76-28,PARSONS BLVD,11367.0
